,code,name,current_price,higher_and_equal_than_today,diff,add,highest_compare_today,higher_than_today,lower_than_today,contains
0,601328.SH,交通银行,4.58,0.9917525773195877,0.021757825937392585,0.36146341463414644,1.3406550218340612,461,4,20
1,300833.SZ,浩洋股份,56.09,0.991304347826087,0.11496037206490355,0.697910889258643,1.6373685148867891,110,1,4
2,601988.SH,中国银行,3.21,0.9814432989690721,0.014110542855382291,0.1899901740150243,1.169563862928349,429,9,47
3,600016.SH,民生银行,5.17,0.9711340206185567,0.05180499108078796,0.27146418948807666,1.2231141199226305,454,14,17
4,688108.SH,赛诺医疗,15.52,0.9678714859437751,0.26982253509252624,2.173494046059336,2.809278350515464,224,8,17
5,600516.SH,方大炭素,6.35,0.931958762886598,0.04118235701639598,1.6015543136570032,2.345905511811024,425,33,27
6,601288.SH,农业银行,3.2,0.9298969072164949,0.004943988985543537,0.180405905245891,1.1468749999999999,405,34,46
7,002948.SZ,青岛银行,4.87,0.8858447488584474,0.06016993237385115,0.8201188764671802,1.7417453798767968,366,50,22
8,601169.SH,北京银行,4.76,0.8309278350515464,0.017215896080104917,0.3762447781415829,1.2803991596638655,384,82,19
9,000716.SZ,黑芝麻,3.23,0.7793814432989691,0.16414826294717808,1.3626596018692279,1.9879256965944274,346,107,32
10,601933.SH,永辉超市,8.07,0.7711340206185567,0.06560494414071781,0.603038261197603,1.3690582403965301,333,111,41
11,601319.SH,中国人保,6.59,0.7286012526096033,0.06614231569348265,2.2144404516145477,1.9138846737481032,330,130,19
12,600919.SH,江苏银行,6.01,0.7072164948453609,0.04860065012288905,0.3284960669833106,1.1774542429284527,326,142,17
13,000785.SZ,居然之家,8.95,0.6687763713080169,0.03519131614654015,1.105241967952331,1.460614525139665,271,157,46
14,000402.SZ,金 融 街,6.85,0.6247422680412371,0.012992700729926938,0.5423525679438823,1.2775182481751826,248,182,55
15,300577.SZ,开润股份,32.09,0.6206185567010309,0.060809810135955815,0.7771764774658533,1.3262698660018697,203,184,98
16,002939.SZ,长城证券,12.81,0.6,0.05604324420916252,0.9673494830513937,1.4289929742388758,249,194,42
17,600606.SH,绿地控股,6.34,0.5604166666666667,0.12513344945777385,0.9130364666276937,1.496845425867508,217,211,52
18,688981.SH,中芯国际-U,64.95,0.5526315789473685,0.09732343750000005,0.9211324570273002,1.4626635873749037,33,34,9
19,688981.SH,中芯国际-U,64.95,0.5526315789473685,0.09732343750000005,0.9211324570273002,1.4626635873749037,33,34,9
20,601939.SH,建设银行,6.39,0.5525773195876289,0.01604733727810653,0.27470121983511925,1.130015649452269,208,217,60
21,688256.SH,寒武纪-U,188.7,0.4864864864864865,0.050351071692535186,0.9210967741935483,1.5780074191838898,27,38,9
22,688012.SH,中微公司,164.95,0.48253968253968255,0.09759898238618879,3.960053262316911,1.806608063049409,118,163,34
23,688298.SH,东方生物,145.85,0.4731182795698925,0.0719088094151319,3.746143132454467,1.9485773054508055,74,98,14
24,688298.SH,东方生物,145.85,0.4731182795698925,0.0719088094151319,3.746143132454467,1.9485773054508055,74,98,14
25,000848.SZ,承德露露,7.1,0.4536082474226804,0.08702039967235706,0.6816902412085365,1.3295774647887324,187,265,33
26,603200.SH,上海洗霸,28.38,0.44536082474226807,0.1352739985398055,3.6116449971735443,2.8745595489781537,177,269,39
27,000977.SZ,浪潮信息,29.02,0.4405010438413361,0.13711285290312764,2.456906325539607,1.6705720192970364,190,268,21
28,000597.SZ,东北制药,5.45,0.4327731092436975,0.07474520613206749,0.6139735024346055,1.3076146788990826,117,270,89
29,002202.SZ,金风科技,11.59,0.430062630480167,0.06497793618465722,0.8214565091221077,1.2455996548748922,168,273,38
30,002202.SZ,金风科技,11.59,0.430062630480167,0.06497793618465722,0.8214565091221077,1.2455996548748922,168,273,38
31,688399.SH,硕世生物,221.0,0.38565022421524664,0.056818140035959475,9.002030221171703,2.1445076923076924,70,137,16
32,688399.SH,硕世生物,221.0,0.38565022421524664,0.056818140035959475,9.002030221171703,2.1445076923076924,70,137,16
33,002032.SZ,苏 泊 尔,72.75,0.35670103092783506,0.09230635681714898,0.9432050190709818,1.2206185567010308,126,312,47
34,002838.SZ,道恩股份,27.13,0.34845360824742266,0.06238552839238209,5.364578606493131,2.274732768153336,158,316,11
35,000876.SZ,新 希 望,27.09,0.3443298969072165,0.13579155989244737,5.76553106212425,1.5577703949796975,147,318,20
36,000876.SZ,新 希 望,27.09,0.3443298969072165,0.13579155989244737,5.76553106212425,1.5577703949796975,147,318,20
37,600547.SH,山东黄金,25.82,0.33264462809917356,0.08532133770878655,1.6932707355242567,1.3130790085205268,107,323,54
38,601179.SH,中国西电,4.48,0.32783505154639175,0.07490550671372202,1.6765990067659897,1.7925446428571425,140,326,19
39,600369.SH,西南证券,5.23,0.2845360824742268,0.045142730692631056,0.9230652595827268,1.2125239005736137,92,347,46
40,002581.SZ,未名医药,17.74,0.2804123711340206,0.098711150909036,5.2,1.922209695603157,120,349,16
41,603019.SH,中科曙光,36.33,0.26348547717842324,0.14167053489634365,2.090894515637704,1.4858243875584916,116,355,11
42,000028.SZ,国药一致,47.95,0.2618556701030928,0.02940374677779506,0.5692451762897285,1.2091762252346192,69,358,58
43,002351.SZ,漫步者,16.43,0.2536082474226804,0.05307056051014284,6.838782375804291,1.4607425441265978,85,362,38
44,000686.SZ,东北证券,9.6,0.2515463917525773,0.06541688773605289,1.0668181435664394,1.2791666666666666,96,363,26
45,600127.SH,金健米业,10.21,0.2515463917525773,0.16365221884891154,5.181132075471698,1.6043095004897157,93,363,29
46,600420.SH,现代制药,10.12,0.24123711340206186,0.02504424778761059,0.4836423733269897,1.1709486166007905,63,368,54
47,601211.SH,国泰君安,18.68,0.22268041237113403,0.018360259216250768,0.5156643483477618,1.1631263383297645,62,377,46
48,600812.SH,华北制药,10.89,0.2184873949579832,0.1703308087202745,4.1707840482334,1.8585858585858583,93,372,11
49,000661.SZ,长春高新,348.3,0.21008403361344538,0.09467617175716297,5.2434950927466035,1.4743037611254666,95,376,5
50,600161.SH,天坛生物,35.01,0.20412371134020618,0.15333772347015925,3.438046562567413,1.5278491859468724,86,386,13
51,300454.SZ,深信服,200.0,0.19381443298969073,0.057818589912481004,2.2994900858659673,1.2744,61,391,33
52,600276.SH,恒瑞医药,88.89,0.19381443298969073,0.013579623982625097,2.0537725724689313,1.181235234559568,75,391,19
53,600276.SH,恒瑞医药,88.89,0.19381443298969073,0.013579623982625097,2.0537725724689313,1.181235234559568,75,391,19
54,603986.SH,兆易创新,212.16,0.19008264462809918,0.1052335263249618,6.46658045211303,1.4396007730015083,72,392,20
55,000538.SZ,云南白药,100.69,0.18318965517241378,0.04837527831557426,0.9830971950019752,1.2712285231899891,73,379,12
56,000538.SZ,云南白药,100.69,0.18318965517241378,0.04837527831557426,0.9830971950019752,1.2712285231899891,73,379,12
57,601066.SH,中信建投,43.14,0.177319587628866,0.14822704919664723,6.244735700862526,1.3940658321743162,76,399,10
58,601788.SH,光大证券,18.97,0.16907216494845362,0.14544164924142639,2.683763421723913,1.636721138639958,75,403,7
59,600511.SH,国药股份,41.98,0.15876288659793814,0.05574503774112384,1.596818896851357,1.2386850881372082,48,408,29
60,600048.SH,保利地产,16.16,0.14845360824742268,0.03749464799070277,0.8303724367444819,1.1571782178217822,39,413,33
61,603878.SH,武进不锈,8.31,0.1422680412371134,0.06331319569429009,0.9536281665951051,1.2045728038507821,39,416,30
62,300429.SZ,强力新材,18.52,0.13814432989690723,0.027662965812905324,1.4304693511156705,1.2792116630669546,22,418,45
63,300429.SZ,强力新材,18.52,0.13814432989690723,0.027662965812905324,1.4304693511156705,1.2792116630669546,22,418,45
64,002511.SZ,中顺洁柔,22.1,0.12371134020618557,0.07857306924395288,2.624929904670352,1.2285067873303166,47,425,13
65,300433.SZ,蓝思科技,33.25,0.1154639175257732,0.03844268204758467,5.865417672286562,1.189172932330827,24,429,32
66,002080.SZ,中材科技,19.82,0.11134020618556702,0.055006385091992634,3.2025824156492986,1.2053481331987892,35,431,19
67,002080.SZ,中材科技,19.82,0.11134020618556702,0.055006385091992634,3.2025824156492986,1.2053481331987892,35,431,19
68,000002.SZ,万 科Ａ,29.46,0.10721649484536082,0.02532026601330072,0.4981874676333508,1.0998506449422947,19,433,33
69,300628.SZ,忆联网络,65.38,0.10103092783505155,0.050969368579303426,2.5725607264893777,1.1769669623738148,21,436,28
70,600519.SH,贵州茅台,1700.62,0.09896907216494845,0.01497310843469744,2.4960240376514906,1.0749020945302301,23,437,25
71,600519.SH,贵州茅台,1700.62,0.09896907216494845,0.01497310843469744,2.4960240376514906,1.0749020945302301,23,437,25
72,600519.SH,贵州茅台,1700.62,0.09896907216494845,0.01497310843469744,2.4960240376514906,1.0749020945302301,23,437,25
73,000049.SZ,德赛电池,53.82,0.09484536082474226,0.03866479528778171,1.6716560786702637,1.1408398364920103,28,439,18
74,603369.SH,今世缘,48.67,0.0865979381443299,0.04741919541366014,3.3143975008340663,1.1690980069858228,17,443,25
75,600887.SH,伊利股份,38.88,0.08453608247422681,0.04737922941521617,1.159169684365653,1.1455761316872426,26,444,15
76,002736.SZ,国信证券,14.17,0.07628865979381444,0.018459991380548876,1.062145448970205,1.1390261115031757,11,448,26
77,000596.SZ,古井贡酒,222.5,0.07628865979381444,0.037090110270548,4.676296890081305,1.2475505617977527,19,448,18
78,603866.SH,桃李面包,63.76,0.061855670103092786,0.052678821443016687,1.2974189574293817,1.0646173149309912,3,455,27
79,601615.SH,明阳智能,16.87,0.053117782909930716,0.0812831782635995,2.762284739376922,1.2548903378778897,11,410,12
80,601615.SH,明阳智能,16.87,0.053117782909930716,0.0812831782635995,2.762284739376922,1.2548903378778897,11,410,12
81,600988.SH,赤峰黄金,19.87,0.04801670146137787,0.052293799802367445,5.755319148936171,1.2783090085556112,15,456,8
82,002230.SZ,科大讯飞,41.09,0.03711340206185567,0.0991611402553697,0.9578179844716963,1.088668775857873,5,467,13
83,603288.SH,海天味业,169.9,0.03505154639175258,0.016718856854911313,3.0547126546982737,1.1948204826368451,8,468,9
84,603288.SH,海天味业,169.9,0.03505154639175258,0.016718856854911313,3.0547126546982737,1.1948204826368451,8,468,9
85,300760.SZ,迈瑞医疗,374.35,0.032989690721649485,0.12560999136924403,3.240674794566251,1.093335114197943,5,469,11
86,300760.SZ,迈瑞医疗,374.35,0.032989690721649485,0.12560999136924403,3.240674794566251,1.093335114197943,5,469,11
87,603195.SH,公牛集团,203.65,0.032432432432432434,0.19186982007336817,2.0194911603530423,1.0359931254603485,0,179,6
88,603195.SH,公牛集团,203.65,0.032432432432432434,0.19186982007336817,2.0194911603530423,1.0359931254603485,0,179,6
89,000651.SZ,格力电器,66.38,0.027139874739039668,0.09815617176968999,1.0819765377184165,1.0421738475444413,5,466,8
90,000651.SZ,格力电器,66.38,0.027139874739039668,0.09815617176968999,1.0819765377184165,1.0421738475444413,5,466,8
91,002508.SZ,老板电器,42.18,0.02268041237113402,0.11432783910479352,1.4172004943415168,1.061877667140825,1,474,10
92,600031.SH,三一重工,27.49,0.01443298969072165,0.08986958986958979,2.813496602301016,1.0309203346671518,0,478,7
93,002304.SZ,洋河股份,174.06,0.01443298969072165,0.18376714517196513,1.3069383451565681,1.0357922555440653,0,478,7
94,002304.SZ,洋河股份,174.06,0.01443298969072165,0.18376714517196513,1.3069383451565681,1.0357922555440653,0,478,7
95,002241.SZ,歌尔股份,48.0,0.008247422680412371,0.11358069012121473,6.55033036572882,1.0141666666666667,0,481,4
96,002241.SZ,歌尔股份,48.0,0.008247422680412371,0.11358069012121473,6.55033036572882,1.0141666666666667,0,481,4
97,300015.SZ,爱尔眼科,65.68,0.006263048016701462,0.2019524127871643,3.748866739772719,1.0351705237515223,0,476,3
98,300750.SZ,宁德时代,263.5,0.006185567010309278,0.18375175460800341,3.313368417423357,1.0445161290322582,0,482,3
99,300677.SZ,英科医疗,120.5,0.006185567010309278,0.1183203463203463,12.066709156575314,1.0208298755186722,0,482,3
100,000568.SZ,泸州老窖,182.8,0.006185567010309278,0.20125820027911168,4.110149553314358,1.0194748358862145,0,482,3
101,600809.SH,山西汾酒,234.74,0.006185567010309278,0.1393060433571515,6.6116340006957675,1.0159751214109227,0,482,3
102,300750.SZ,宁德时代,263.5,0.006185567010309278,0.18375175460800341,3.313368417423357,1.0445161290322582,0,482,3
103,300677.SZ,英科医疗,120.5,0.006185567010309278,0.1183203463203463,12.066709156575314,1.0208298755186722,0,482,3
104,000858.SZ,五 粮 液,259.3,0.004123711340206186,0.09218061065932595,4.611074353179752,1.0073274199768607,0,483,2
105,000858.SZ,五 粮 液,259.3,0.004123711340206186,0.09218061065932595,4.611074353179752,1.0073274199768607,0,483,2
106,002415.SZ,海康威视,49.11,0.002070393374741201,0.16626887896192297,1.1606255060905002,1.0105884748523724,0,482,1
107,603615.SH,茶花股份,12.61,0.002061855670103093,0.09368729468170107,0.7127101839024258,1.0,0,484,1
108,603615.SH,茶花股份,12.61,0.002061855670103093,0.09368729468170107,0.7127101839024258,1.0,0,484,1
